rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db
3,9,0:08:18,12465,2,1,A,2,勾球,,,1,7,514.0,482.0,2,2,773,408,,,,,8,510,555,8,597,362,0
3,10,0:08:19,12492,2,1,B,2,放小球,,1.0,1,2,773.0,408.0,2,1,781,469,,,,,7,728,412,8,660,555,0
3,11,0:08:20,12516,2,1,A,2,挑球,,1.0,2,1,781.0,469.0,1,3,496,325,,,,,7,749,499,8,731,386,0
3,12,0:08:22,12560,2,1,B,2,點扣,,,1,3,496.0,325.0,2,8,746,554,,,,,8,569,329,8,631,595,0
3,13,0:08:23,12577,2,1,A,2,擋小球,,1.0,1,8,746.0,554.0,2,8,756,391,,,,,8,759,579,8,614,335,0
3,14,0:08:24,12602,2,1,B,2,挑球,,1.0,2,8,756.0,391.0,1,8,501,627,,,,,8,740,396,8,703,567,0
3,15,0:08:25,12631,2,1,A,2,過度切球,,,2,8,501.0,627.0,1,8,539,390,,,,,9,530,635,8,618,364,0
3,16,0:08:26,12655,2,1,B,2,平球,,,2,8,539.0,390.0,1,8,740,559,,,,,8,561,388,8,580,590,0
3,17,0:08:26,12670,2,1,A,2,防守回抽,,1.0,2,8,740.0,559.0,1,9,544,323,,,,,8,699,571,8,652,372,0
3,18,0:08:28,12702,2,1,B,2,長球,,,2,9,544.0,323.0,1,4,481,636,,,,,8,549,338,8,610,577,0
3,19,0:08:29,12735,2,1,A,2,長球,,,2,4,481.0,636.0,1,9,530,327,,,,,9,498,636,8,623,365,0
3,20,0:08:30,12766,2,1,B,2,點扣,,,1,9,530.0,327.0,2,8,749,567,,,,,9,534,326,8,605,581,0
3,21,0:08:31,12783,2,1,A,2,擋小球,,1.0,1,8,749.0,567.0,2,2,774,404,,,,,8,735,565,9,574,320,0
3,22,0:08:32,12810,2,1,B,2,挑球,,1.0,2,2,774.0,404.0,1,4,463,653,,,,,8,728,397,8,713,565,0
3,23,0:08:33,12847,2,1,A,2,長球,,,2,4,463.0,653.0,1,3,487,322,,,,,9,551,655,8,636,365,0
3,24,0:08:35,12875,2,1,B,2,殺球,,,1,3,487.0,322.0,2,8,503,579,,,,,5,510,335,8,600,592,0
3,25,0:08:35,12886,2,1,A,2,擋小球,,,2,8,503.0,579.0,1,5,505,390,,,,,8,599,592,3,452,319,0
3,26,0:08:36,12913,2,1,B,2,推球,,,2,5,505.0,390.0,1,9,781,638,,,,,8,542,389,8,553,577,0
3,27,00:08:37,12942,2,1,A,3,過度切球,,1.0,2,9,781.0,638.0,2,2,800,465,掛網,對手掛網,B,,6,804,629,8,683,358,0
4,1,0:08:57,13434,3,1,B,1,發短球,,1.0,2,,,,1,8,533,524,,,,,8,658,374,8,567,563,0
4,2,0:08:58,13456,3,1,A,2,放小球,,1.0,1,8,533.0,524.0,2,5,501,395,,,,,8,537,538,8,634,364,0
4,3,0:08:59,13478,3,1,B,2,放小球,,,1,5,501.0,395.0,2,2,500,492,,,,,7,534,406,8,582,556,0
4,4,0:09:00,13502,3,1,A,2,放小球,,,2,2,500.0,492.0,1,1,496,426,,,,,2,492,508,8,565,387,0
4,5,0:09:00,13516,3,1,B,2,撲球,,,1,1,496.0,426.0,2,8,565,536,,,,,7,533,401,8,529,523,0
4,6,0:09:00,13523,3,1,A,3,擋小球,,1.0,1,8,565.0,536.0,2,8,756,336,對手落地致勝,落地致勝,A,,8,545,533,1,488,437,0
5,1,0:09:16,13923,3,2,A,1,發短球,,1.0,2,,,,2,8,719,388,,,,,8,624,542,8,734,378,0
5,2,0:09:17,13947,3,2,B,2,推球,,1.0,2,8,719.0,388.0,1,9,490,633,,,,,8,672,391,8,651,557,0
5,3,0:09:18,13970,3,2,A,2,點扣,,,1,9,490.0,633.0,2,8,565,356,,,,,8,546,628,8,624,358,0
5,4,0:09:19,13979,3,2,B,2,防守回抽,,,2,8,565.0,356.0,1,8,700,593,,,,,8,601,352,8,547,611,0
5,5,0:09:20,14001,3,2,A,2,殺球,1.0,,1,8,700.0,593.0,2,8,729,354,,,,,8,674,603,8,627,359,0
5,6,0:09:20,14016,3,2,B,2,防守回挑,,1.0,2,8,729.0,354.0,1,8,501,624,,,,,8,679,359,8,697,587,0
5,7,0:09:21,14044,3,2,A,2,長球,,,2,8,501.0,624.0,1,3,508,328,,,,,9,534,638,8,630,358,0
5,8,0:09:22,14070,3,2,B,2,殺球,,,1,3,508.0,328.0,2,8,523,558,,,,,5,493,331,8,598,589,0
5,9,0:09:23,14083,3,2,A,2,擋小球,,,1,8,523.0,558.0,2,8,530,389,,,,,8,578,590,5,517,340,0
5,10,0:09:24,14107,3,2,B,2,挑球,,,2,8,530.0,389.0,1,9,488,646,,,,,8,545,382,8,590,564,0
5,11,0:09:25,14136,3,2,A,2,長球,,,2,9,488.0,646.0,1,9,743,328,,,,,9,517,638,8,611,366,0
5,12,0:09:26,14170,3,2,B,2,過度切球,,1.0,1,9,743.0,328.0,2,8,780,528,,,,,8,676,332,8,683,581,0
5,13,0:09:27,14188,3,2,A,2,推球,,1.0,2,8,780.0,528.0,1,6,762,329,,,,,8,753,561,8,683,349,0
5,14,0:09:28,14208,3,2,B,2,點扣,1.0,,2,6,762.0,329.0,1,8,548,572,,,,,9,755,328,8,693,568,0
5,15,0:09:28,14224,3,2,A,2,擋小球,,,2,8,548.0,572.0,1,7,539,400,,,,,8,650,574,6,766,339,0
5,16,0:09:29,14245,3,2,B,3,撲球,,,2,7,539.0,400.0,1,4,464,646,對手落地致勝,落地致勝,B,,7,594,401,8,591,579,0
6,1,0:09:57,14943,4,2,B,1,發長球,,1.0,2,,,,1,8,765,613,,,,,8,615,376,8,752,564,0
6,2,0:09:58,14969,4,2,A,2,點扣,1.0,,1,8,765.0,613.0,2,8,744,348,,,,,9,731,638,8,658,363,0
6,3,0:09:59,14982,4,2,B,2,防守回挑,,1.0,2,8,744.0,348.0,1,5,808,619,,,,,8,667,363,8,724,616,0
6,4,0:10:00,15015,4,2,A,2,點扣,,,1,5,808.0,619.0,2,6,772,373,,,,,9,774,650,8,664,362,0
6,5,0:10:01,15035,4,2,B,3,勾球,,1.0,1,6,772.0,373.0,2,2,790,451,未過網,對手未過網,A,,8,749,364,8,716,605,0
7,1,0:10:14,15374,5,2,A,1,發短球,,1.0,2,,,,2,8,599,368,,,,,8,648,546,8,585,365,0
7,2,0:10:15,15387,5,2,B,2,推球,,1.0,2,8,599.0,368.0,1,9,492,633,,,,,8,578,387,8,622,558,0
7,3,0:10:16,15416,5,2,A,2,過度切球,,,1,9,492.0,633.0,2,8,542,357,,,,,4,482,642,8,616,363,0
7,4,0:10:17,15433,5,2,B,3,切球,,,1,8,542.0,357.0,2,11,894,523,出界,對手出界,A,,8,561,366,8,559,608,0
8,1,0:10:32,15804,6,2,A,1,發短球,,1.0,2,,,,1,8,690,380,,,,,8,622,543,8,734,372,0
8,2,0:10:33,15827,6,2,B,2,平球,,1.0,2,8,690.0,380.0,1,8,581,560,,,,,8,679,392,8,642,553,0
8,3,0:10:33,15840,6,2,A,2,平球,,,2,8,581.0,560.0,1,8,573,362,,,,,8,605,569,8,637,379,0
8,4,0:10:34,15850,6,2,B,2,平球,,,2,8,573.0,362.0,1,8,695,545,,,,,8,627,371,8,589,573,0
8,5,0:10:34,15861,6,2,A,2,擋小球,,1.0,2,8,695.0,545.0,1,8,645,389,,,,,8,609,574,8,635,366,0
8,6,0:10:35,15881,6,2,B,3,推球,,1.0,2,8,645.0,389.0,1,13,861,683,出界,對手出界,A,,8,641,373,8,620,572,0
9,1,0:10:50,16253,6,3,A,1,發短球,,1.0,2,,,,1,8,591,381,,,,,8,651,544,8,592,365,0
9,2,0:10:50,16270,6,3,B,2,放小球,,1.0,1,8,591.0,381.0,2,7,630,491,,,,,8,583,387,8,621,553,0
9,3,0:10:51,16292,6,3,A,2,放小球,,1.0,1,7,630.0,491.0,2,8,604,398,,,,,7,592,505,8,614,373,0
9,4,0:10:52,16313,6,3,B,2,挑球,,,2,8,604.0,398.0,1,8,566,619,,,,,7,596,402,8,622,525,0
9,5,0:10:54,16359,6,3,A,2,切球,,,1,8,566.0,619.0,2,8,581,364,,,,,9,579,651,8,634,367,0
9,6,0:10:54,16373,6,3,B,2,擋小球,,,1,8,581.0,364.0,2,7,645,505,,,,,8,592,369,8,602,609,0
9,7,0:10:55,16394,6,3,A,2,挑球,,1.0,1,7,645.0,505.0,2,3,511,324,,,,,8,622,551,8,616,365,0
9,8,0:10:57,16427,6,3,B,2,長球,,,2,3,511.0,324.0,1,8,493,622,,,,,9,534,328,8,592,576,0
9,9,0:10:58,16461,6,3,A,2,點扣,,,1,8,493.0,622.0,2,5,515,343,,,,,4,476,655,8,617,350,0
9,10,0:10:59,16477,6,3,B,2,擋小球,,,1,5,515.0,343.0,2,7,540,483,,,,,8,583,355,8,530,611,0
9,11,0:11:00,16500,6,3,A,2,挑球,,,2,7,540.0,483.0,1,9,528,327,,,,,8,531,525,8,572,375,0
9,12,0:11:01,16535,6,3,B,2,長球,,,2,9,528.0,327.0,1,8,515,620,,,,,9,555,319,8,595,571,0
9,13,0:11:02,16571,6,3,A,2,過度切球,,,1,8,515.0,620.0,2,8,555,382,,,,,9,507,649,8,629,361,0
9,14,0:11:03,16588,6,3,B,2,挑球,,,2,8,555.0,382.0,1,8,515,613,,,,,8,579,372,8,586,599,0
9,15,0:11:04,16616,6,3,A,2,切球,,,1,8,515.0,613.0,2,5,516,373,,,,,8,503,629,8,615,362,0
9,16,0:11:05,16637,6,3,B,2,勾球,,,1,5,516.0,373.0,2,7,759,491,,,,,8,548,365,8,597,589,0
9,17,0:11:06,16657,6,3,A,2,挑球,,1.0,2,7,759.0,491.0,1,3,506,325,,,,,8,683,545,8,635,363,0
9,18,0:11:07,16690,6,3,B,2,長球,,,2,3,506.0,325.0,1,6,485,619,,,,,9,549,322,8,613,572,0
9,19,0:11:09,16726,6,3,A,2,切球,,,1,6,485.0,619.0,2,5,497,399,,,,,4,455,650,8,616,364,0
9,20,0:11:09,16744,6,3,B,2,放小球,,,1,5,497.0,399.0,2,7,510,499,,,,,8,547,373,8,550,603,0
9,21,0:11:10,16772,6,3,A,2,挑球,,,2,7,510.0,499.0,1,5,523,332,,,,,8,514,530,8,585,371,0
9,22,0:11:11,16799,6,3,B,3,殺球,,,2,5,523.0,332.0,1,5,802,619,對手落地致勝,落地致勝,B,,9,530,326,8,600,570,0
10,1,0:11:36,17423,7,3,B,1,發短球,,1.0,2,,,,2,8,538,524,,,,,8,660,376,8,565,564,0
10,2,0:11:37,17447,7,3,A,2,挑球,,1.0,2,8,538.0,524.0,1,5,523,331,,,,,8,538,545,8,624,371,0
10,3,0:11:39,17477,7,3,B,2,切球,,,1,5,523.0,331.0,2,7,741,513,,,,,9,570,327,8,609,577,0
10,4,0:11:39,17497,7,3,A,2,放小球,,1.0,1,7,741.0,513.0,2,8,746,387,,,,,8,679,550,8,611,348,0
10,5,0:11:40,17518,7,3,B,2,推球,,1.0,2,8,746.0,387.0,1,8,786,610,,,,,8,717,398,8,669,562,0
10,6,0:11:41,17548,7,3,A,2,過度切球,,1.0,2,8,786.0,610.0,1,8,734,376,,,,,5,831,626,8,695,362,0
10,7,0:11:42,17558,7,3,B,2,平球,,1.0,2,8,734.0,376.0,1,8,523,557,,,,,8,715,365,8,775,614,0
10,8,0:11:42,17573,7,3,A,2,擋小球,,,2,8,523.0,557.0,1,8,618,387,,,,,8,646,579,8,661,365,0
10,9,0:11:43,17596,7,3,B,3,放小球,,,2,8,618.0,387.0,1,7,621,439,掛網,對手掛網,A,,8,613,392,8,645,564,0
11,1,0:11:59,17990,7,4,A,1,發短球,,1.0,2,,,,1,8,684,366,,,,,8,626,542,8,737,374,0
11,2,0:12:00,18001,7,4,B,2,推球,,1.0,2,8,684.0,366.0,1,8,505,616,,,,,8,686,391,8,638,563,0
11,3,0:12:01,18032,7,4,A,2,過度切球,,,1,8,505.0,616.0,2,8,525,368,,,,,9,513,636,8,618,369,0
11,4,0:12:01,18048,7,4,B,2,擋小球,,,2,8,525.0,368.0,1,8,518,529,,,,,8,565,377,8,587,601,0
11,5,0:12:03,18075,7,4,A,2,放小球,,,1,8,518.0,529.0,2,5,506,396,,,,,8,522,533,8,590,367,0
11,6,0:12:04,18100,7,4,B,2,放小球,,,1,5,506.0,396.0,2,2,504,473,,,,,7,529,406,8,572,551,0
11,7,0:12:04,18121,7,4,A,2,挑球,,,2,2,504.0,473.0,1,3,521,324,,,,,7,514,513,8,586,383,0
11,8,00:12:06,18160,7,4,B,2,長球,,,2,3,521.0,324.0,1,3,482,642,,,,,3,520,325,8,613,576,0
11,9,0:12:07,18197,7,4,A,2,過度切球,,,1,4,482.0,642.0,2,5,501,363,,,,,9,515,642,8,614,361,0
11,10,0:12:08,18213,7,4,B,2,推球,,,2,5,501.0,363.0,1,4,468,635,,,,,8,554,367,8,592,599,0
11,11,0:12:09,18246,7,4,A,2,過度切球,,,1,4,468.0,635.0,2,5,493,362,,,,,4,470,633,8,610,361,0
11,12,0:12:10,18266,7,4,B,2,擋小球,,,1,5,493.0,362.0,2,2,501,515,,,,,8,546,368,8,576,600,0
11,13,0:12:11,18286,7,4,A,2,放小球,,,1,2,501.0,515.0,2,8,520,392,,,,,6,491,548,8,602,363,0
11,14,0:12:12,18308,7,4,B,2,推球,,,2,8,520.0,392.0,1,8,489,624,,,,,7,520,405,8,574,558,0
11,15,0:12:13,18331,7,4,A,2,過度切球,,,2,8,489.0,624.0,1,8,538,365,,,,,8,519,624,8,600,367,0
11,16,0:12:14,18350,7,4,B,2,平球,,,2,8,538.0,365.0,1,8,715,572,,,,,8,576,367,8,605,596,0
11,17,0:12:14,18364,7,4,A,2,擋小球,,1.0,1,8,715.0,572.0,2,7,743,403,,,,,8,671,578,8,633,370,0
11,18,0:12:15,18382,7,4,B,2,推球,,1.0,2,7,743.0,403.0,1,9,494,636,,,,,8,730,393,8,709,570,0
11,19,0:12:16,18415,7,4,A,2,長球,,,2,9,494.0,636.0,1,9,725,322,,,,,4,485,633,8,621,365,0
11,20,0:12:17,18442,7,4,B,2,長球,1.0,,2,9,725.0,322.0,1,8,778,616,,,,,8,690,341,8,623,602,0
11,21,0:12:18,18468,7,4,A,2,點扣,1.0,,1,8,778.0,616.0,2,8,732,357,,,,,3,812,643,8,664,341,0
11,22,0:12:19,18486,7,4,B,2,勾球,,1.0,1,8,732.0,357.0,2,7,551,507,,,,,8,731,360,8,753,609,0
11,23,0:12:20,18508,7,4,A,2,擋小球,,,1,7,551.0,507.0,2,8,610,392,,,,,8,602,554,8,653,355,0
11,24,0:12:21,18528,7,4,B,2,挑球,,1.0,2,8,610.0,392.0,1,6,471,625,,,,,8,599,392,8,632,558,0
11,25,0:12:22,18560,7,4,A,2,長球,,,2,6,471.0,625.0,1,3,526,316,,,,,9,545,643,8,619,366,0
11,26,0:12:23,18592,7,4,B,2,長球,,,2,3,526.0,316.0,1,6,467,629,,,,,8,526,332,8,611,581,0
11,27,0:12:25,18629,7,4,A,2,切球,,,1,6,467.0,629.0,2,5,495,390,,,,,9,517,644,8,620,361,0
11,28,0:12:26,18651,7,4,B,2,放小球,,,1,5,495.0,390.0,2,7,543,490,,,,,8,525,378,8,570,598,0
11,29,0:12:27,18676,7,4,A,2,挑球,,,2,7,543.0,490.0,1,9,744,324,,,,,7,517,511,8,575,373,0
11,30,0:12:28,18716,7,4,B,2,長球,1.0,,2,9,744.0,324.0,1,6,475,629,,,,,9,743,327,8,668,572,0
11,31,0:12:29,18746,7,4,A,2,長球,,,2,6,475.0,629.0,1,5,524,334,,,,,8,550,626,8,640,357,0
11,32,0:12:31,18777,7,4,B,2,點扣,,,1,5,524.0,334.0,2,8,764,538,,,,,3,516,327,8,606,589,0
11,33,0:12:31,18797,7,4,A,2,擋小球,,1.0,1,8,764.0,538.0,2,8,744,385,,,,,8,762,555,9,567,326,0
11,34,0:12:32,18823,7,4,B,2,挑球,,1.0,2,8,744.0,385.0,1,4,462,634,,,,,8,742,395,8,715,564,0
11,35,0:12:34,18854,7,4,A,2,長球,,,2,4,462.0,634.0,1,3,503,326,,,,,9,569,638,8,640,372,0
11,36,0:12:35,18888,7,4,B,2,長球,,,2,3,503.0,326.0,1,4,482,639,,,,,5,506,330,8,614,577,0
11,37,0:12:37,18925,7,4,A,2,長球,,,2,4,482.0,639.0,1,5,522,334,,,,,4,471,646,8,592,354,0
11,38,0:12:38,18962,7,4,B,2,長球,,,2,5,522.0,334.0,1,4,468,649,,,,,9,536,328,8,611,578,0
11,39,0:12:39,18990,7,4,A,2,長球,,,2,4,468.0,649.0,1,3,510,319,,,,,9,530,638,8,619,346,0
11,40,0:12:41,19025,7,4,B,2,長球,,,2,3,510.0,319.0,1,4,444,638,,,,,9,528,328,8,596,577,0
11,41,0:12:42,19062,7,4,A,3,過度切球,,,1,4,444.0,638.0,2,15,418,388,出界,對手出界,B,,9,505,649,8,609,358,0
12,1,0:13:03,19583,7,5,B,1,發短球,,1.0,2,,,,1,7,707,519,,,,,8,636,370,8,727,549,0
12,2,0:13:03,19589,7,5,A,2,挑球,,1.0,2,7,707.0,519.0,1,3,524,321,,,,,8,724,535,8,637,363,0
12,3,0:13:04,19619,7,5,B,2,長球,,,2,3,524.0,321.0,1,8,508,621,,,,,8,566,329,8,620,569,0
12,4,0:13:06,19654,7,5,A,2,點扣,,,1,8,508.0,621.0,2,8,528,357,,,,,9,528,658,8,624,351,0
12,5,0:13:06,19668,7,5,B,2,擋小球,,,1,8,528.0,357.0,2,7,517,509,,,,,8,601,361,8,552,629,0
12,6,0:13:07,19692,7,5,A,2,挑球,,,2,7,517.0,509.0,1,9,730,324,,,,,8,528,533,8,546,367,0
12,7,0:13:08,19724,7,5,B,2,長球,,1.0,2,9,730.0,324.0,1,9,519,643,,,,,8,685,338,8,686,568,0
12,8,0:13:10,19751,7,5,A,2,後場抽平球,,,2,9,519.0,643.0,1,8,583,355,,,,,8,606,619,8,649,352,0
12,9,0:13:10,19768,7,5,B,2,平球,,,2,8,583.0,355.0,1,8,717,567,,,,,8,598,375,8,623,596,0
12,10,0:13:11,19780,7,5,A,2,擋小球,,1.0,1,8,717.0,567.0,2,8,731,387,,,,,8,654,572,8,638,373,0
12,11,0:13:12,19800,7,5,B,2,挑球,,1.0,2,8,731.0,387.0,1,8,533,629,,,,,8,719,385,8,677,568,0
12,12,0:13:13,19834,7,5,A,2,切球,,,1,8,533.0,629.0,2,6,773,388,,,,,9,532,642,8,626,367,0
12,13,0:13:14,19858,7,5,B,2,放小球,,1.0,1,6,773.0,388.0,2,7,757,471,,,,,8,726,376,8,640,596,0
12,14,0:13:15,19885,7,5,A,2,挑球,,1.0,2,7,757.0,471.0,1,3,511,324,,,,,7,753,504,8,703,374,0
12,15,0:13:17,19930,7,5,B,2,長球,,,2,3,511.0,324.0,1,4,479,634,,,,,9,541,328,8,628,573,0
12,16,0:13:18,19969,7,5,A,2,長球,,,2,4,479.0,634.0,1,9,739,323,,,,,4,455,646,8,609,359,0
12,17,0:13:19,19999,7,5,B,2,點扣,1.0,,1,9,739.0,323.0,2,8,769,552,,,,,6,767,334,8,641,594,0
12,18,0:13:20,20016,7,5,A,2,勾球,,1.0,1,8,769.0,552.0,2,7,575,401,,,,,8,722,580,8,723,331,0
12,19,0:13:21,20042,7,5,B,2,推球,,,2,7,575.0,401.0,1,4,475,643,,,,,8,604,392,8,631,572,0
12,20,0:13:22,20069,7,5,A,2,長球,,,2,4,475.0,643.0,1,3,517,325,,,,,9,557,631,8,625,363,0
12,21,0:13:24,20100,7,5,B,2,長球,,,2,3,517.0,325.0,1,3,835,638,,,,,5,519,334,8,608,583,0
12,22,0:13:25,20131,7,5,A,2,長球,1.0,,2,3,835.0,638.0,1,4,787,321,,,,,9,795,649,8,646,354,0
12,23,0:13:26,20169,7,5,B,2,點扣,1.0,,1,4,787.0,321.0,2,8,774,557,,,,,6,830,333,8,703,587,0
12,24,0:13:27,20187,7,5,A,2,勾球,,1.0,1,8,774.0,557.0,2,7,541,406,,,,,8,712,579,4,766,326,0
12,25,0:13:28,20212,7,5,B,2,推球,,,2,7,541.0,406.0,1,8,510,627,,,,,8,635,390,8,660,563,0
12,26,0:13:29,20248,7,5,A,2,過度切球,,,1,8,510.0,627.0,2,2,773,399,,,,,9,541,638,8,616,365,0
12,27,0:13:30,20271,7,5,B,2,推球,,1.0,2,2,773.0,399.0,1,3,806,631,,,,,8,717,389,8,641,594,0
12,28,0:13:31,20298,7,5,A,2,過度切球,,1.0,1,3,806.0,631.0,2,6,769,392,,,,,8,761,617,8,704,366,0
12,29,0:13:32,20320,7,5,B,2,推球,,1.0,2,6,769.0,392.0,1,4,471,632,,,,,8,744,373,8,694,584,0
12,30,0:13:33,20349,7,5,A,2,過度切球,,,1,4,471.0,632.0,2,5,488,381,,,,,8,536,621,8,632,359,0
12,31,0:13:34,20373,7,5,B,2,推球,,,2,5,488.0,381.0,1,9,518,633,,,,,8,528,378,8,562,588,0
12,32,0:13:36,20406,7,5,A,2,過度切球,,,1,9,518.0,633.0,2,7,756,402,,,,,8,510,621,8,599,360,0
12,33,0:13:37,20427,7,5,B,2,推球,,1.0,1,7,756.0,402.0,2,4,424,649,,,,,8,703,377,8,618,594,0
12,34,0:13:38,20460,7,5,A,3,過度切球,,,1,4,424.0,649.0,2,16,408,429,出界,對手出界,B,,8,527,627,8,631,361,0
13,1,0:14:00,21006,7,6,B,1,發短球,,1.0,2,,,,1,7,533,519,,,,,8,660,376,8,570,566,0
13,2,0:14:00,21024,7,6,A,2,推球,,,2,7,533.0,519.0,1,9,751,319,,,,,8,543,535,8,638,369,0
13,3,0:14:02,21054,7,6,B,2,長球,,1.0,2,9,751.0,319.0,1,8,741,627,,,,,8,712,330,8,688,561,0
13,4,0:14:03,21084,7,6,A,2,切球,1.0,,1,8,741.0,627.0,2,8,521,386,,,,,9,719,645,8,668,344,0
13,5,0:14:04,21108,7,6,B,2,推球,,,2,8,521.0,386.0,1,9,489,638,,,,,8,572,378,8,636,607,0
13,6,0:14:05,21135,7,6,A,2,殺球,,,1,9,489.0,638.0,2,8,614,351,,,,,9,526,642,8,605,358,0
13,7,0:14:05,21145,7,6,B,2,擋小球,,1.0,1,8,614.0,351.0,2,7,538,507,,,,,8,591,361,4,470,638,0
13,8,0:14:06,21169,7,6,A,2,挑球,,,2,7,538.0,507.0,1,9,752,327,,,,,8,556,543,8,613,358,0
13,9,0:14:08,21202,7,6,B,2,長球,1.0,,2,9,752.0,327.0,1,8,793,618,,,,,9,754,328,8,667,574,0
13,10,0:14:09,21241,7,6,A,2,切球,1.0,,1,8,793.0,618.0,2,8,737,369,,,,,3,840,642,8,683,353,0
13,11,0:14:10,21258,7,6,B,2,推球,,1.0,2,8,737.0,369.0,1,4,475,631,,,,,8,712,367,8,775,613,0
13,12,0:14:11,21290,7,6,A,2,過度切球,,,1,4,475.0,631.0,2,1,494,409,,,,,9,537,634,8,630,363,0
13,13,0:14:12,21316,7,6,B,2,推球,,,2,1,494.0,409.0,1,6,473,630,,,,,8,550,383,8,600,579,0
13,14,0:14:13,21344,7,6,A,2,過度切球,,,1,6,473.0,630.0,2,5,514,398,,,,,8,510,624,8,603,364,0
13,15,0:14:14,21368,7,6,B,2,推球,,,2,5,514.0,398.0,1,9,798,637,,,,,8,544,387,8,591,589,0
13,16,0:14:15,21394,7,6,A,2,長球,1.0,,2,9,798.0,637.0,1,3,497,317,,,,,9,723,644,8,666,364,0
13,17,0:14:17,21427,7,6,B,2,切球,,,1,3,497.0,317.0,2,2,488,468,,,,,8,549,339,8,617,588,0
13,18,0:14:18,21454,7,6,A,2,挑球,,,2,2,488.0,468.0,1,3,516,325,,,,,8,511,542,8,571,352,0
13,19,0:14:19,21484,7,6,B,2,長球,,,2,3,516.0,325.0,1,6,456,625,,,,,8,567,329,8,594,565,0
13,20,0:14:20,21515,7,6,A,2,長球,,,2,6,456.0,625.0,1,3,505,316,,,,,4,478,641,8,601,350,0
13,21,0:14:22,21550,7,6,B,2,長球,,,2,3,505.0,316.0,1,4,470,651,,,,,9,538,327,8,595,583,0
13,22,0:14:23,21585,7,6,A,2,長球,,,2,4,470.0,651.0,1,3,519,327,,,,,9,523,645,8,594,352,0
13,23,0:14:24,21622,7,6,B,2,切球,,,1,3,519.0,327.0,2,2,498,477,,,,,9,556,327,8,607,580,0
13,24,0:14:25,21647,7,6,A,2,勾球,,,1,2,498.0,477.0,2,7,767,419,,,,,8,531,538,8,583,348,0
13,25,0:14:26,21672,7,6,B,2,推球,,1.0,2,7,767.0,419.0,1,4,451,646,,,,,7,696,418,8,639,543,0
13,26,0:14:28,21700,7,6,A,2,切球,,,1,4,451.0,646.0,2,1,464,413,,,,,8,568,618,8,638,370,0
13,27,0:14:28,21724,7,6,B,2,勾球,,,1,1,464.0,413.0,2,7,628,473,,,,,8,522,374,8,578,598,0
13,28,0:14:30,21752,7,6,A,2,挑球,,1.0,2,7,628.0,473.0,1,9,732,326,,,,,8,610,534,8,617,365,0
