rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db
11,16,00:37:29,56249,4,7,A,2,切球,,,1,8,719.0,371.0,2.0,8,517.0,525.0,,,,,8,690.0,364.0,8,691.0,585.0,0
11,17,00:37:30,56272,4,7,B,2,擋小球,,1.0,1,8,517.0,525.0,2.0,5,517.0,392.0,,,,,8,551.0,542.0,8,638.0,366.0,0
11,18,00:37:31,56299,4,7,A,2,挑球,,1.0,2,5,517.0,392.0,1.0,4,455.0,632.0,,,,,7,525.0,418.0,8,566.0,553.0,0
11,19,00:37:33,56333,4,7,B,2,過度切球,,1.0,2,4,455.0,632.0,1.0,1,491.0,404.0,,,,,9,543.0,641.0,8,571.0,377.0,0
11,20,00:37:34,56351,4,7,A,3,推球,,1.0,2,1,491.0,404.0,1.0,13,441.0,683.0,出界,對手出界,B,,8,550.0,396.0,8,578.0,608.0,0
12,1,00:37:51,56790,5,7,B,1,發長球,,1.0,2,,,,1.0,9,750.0,321.0,,,,,8,616.0,555.0,8,697.0,368.0,0
12,2,00:37:52,56808,5,7,A,2,長球,,,2,9,750.0,321.0,1.0,8,517.0,622.0,,,,,8,720.0,332.0,8,649.0,567.0,0
12,3,00:37:53,56840,5,7,B,2,殺球,1.0,,1,8,517.0,622.0,2.0,8,747.0,359.0,,,,,9,517.0,641.0,8,631.0,343.0,0
12,4,00:37:54,56855,5,7,A,2,擋小球,,,1,8,747.0,359.0,2.0,7,777.0,506.0,,,,,8,651.0,361.0,9,544.0,648.0,0
12,5,00:37:55,56882,5,7,B,2,挑球,,,2,7,777.0,506.0,1.0,9,752.0,326.0,,,,,8,747.0,544.0,8,716.0,361.0,0
12,6,00:37:56,56916,5,7,A,2,切球,,,1,9,752.0,326.0,2.0,7,739.0,514.0,,,,,8,756.0,330.0,8,680.0,556.0,0
12,7,00:37:57,56935,5,7,B,2,推球,,,2,7,739.0,514.0,1.0,8,557.0,338.0,,,,,8,689.0,542.0,8,698.0,334.0,0
12,8,00:37:57,56948,5,7,A,2,長球,,1.0,2,8,557.0,338.0,1.0,3,813.0,638.0,,,,,8,620.0,360.0,8,660.0,551.0,0
12,9,00:37:59,56983,5,7,B,2,過度切球,,,2,3,813.0,638.0,1.0,8,745.0,392.0,,,,,9,712.0,635.0,8,654.0,355.0,0
12,10,00:38:00,57006,5,7,A,2,擋小球,,,1,8,745.0,392.0,2.0,7,745.0,493.0,,,,,8,726.0,374.0,8,674.0,600.0,0
12,11,00:38:01,57029,5,7,B,2,放小球,,,1,7,745.0,493.0,2.0,2,790.0,421.0,,,,,8,781.0,538.0,8,706.0,366.0,0
12,12,00:38:02,57054,5,7,A,2,挑球,,,2,2,790.0,421.0,1.0,3,810.0,632.0,,,,,7,744.0,411.0,8,752.0,539.0,0
12,13,00:38:04,57107,5,7,B,2,切球,,,1,3,810.0,632.0,2.0,8,543.0,397.0,,,,,3,819.0,646.0,8,662.0,353.0,0
12,14,00:38:05,57129,5,7,A,2,放小球,,1.0,1,8,543.0,397.0,2.0,7,536.0,503.0,,,,,8,564.0,393.0,8,698.0,598.0,0
12,15,00:38:06,57155,5,7,B,3,挑球,,1.0,1,7,536.0,503.0,2.0,7,576.0,476.0,掛網,對手掛網,A,,8,524.0,528.0,8,601.0,378.0,0
13,1,00:38:39,57990,6,7,A,1,發短球,,1.0,2,,,,2.0,8,550.0,553.0,,,,,8,655.0,383.0,8,524.0,557.0,0
13,2,00:38:40,58008,6,7,B,2,放小球,,,1,8,550.0,553.0,2.0,1,508.0,405.0,,,,,8,545.0,533.0,8,644.0,377.0,0
13,3,00:38:41,58032,6,7,A,2,放小球,,1.0,1,1,508.0,405.0,2.0,2,477.0,469.0,,,,,7,548.0,414.0,8,591.0,552.0,0
13,4,00:38:42,58052,6,7,B,2,挑球,,1.0,2,2,477.0,469.0,1.0,3,519.0,326.0,,,,,7,528.0,510.0,8,574.0,392.0,0
13,5,00:38:44,58107,6,7,A,3,殺球,1.0,,2,3,519.0,326.0,1.0,5,827.0,603.0,對手落地致勝,落地致勝,A,,5,514.0,329.0,8,592.0,584.0,0
14,1,00:39:12,58820,6,8,A,1,發短球,,1.0,2,,,,1.0,8,688.0,532.0,,,,,8,625.0,384.0,8,720.0,558.0,0
14,2,00:39:13,58831,6,8,B,2,推球,,,2,8,688.0,532.0,1.0,3,505.0,325.0,,,,,8,659.0,532.0,8,639.0,373.0,0
14,3,00:39:14,58855,6,8,A,2,長球,1.0,,2,3,505.0,325.0,1.0,5,805.0,626.0,,,,,8,550.0,330.0,8,604.0,549.0,0
14,4,00:39:15,58886,6,8,B,2,切球,,,1,5,805.0,626.0,2.0,7,760.0,403.0,,,,,9,751.0,644.0,8,643.0,345.0,0
14,5,00:39:16,58908,6,8,A,2,勾球,,,1,7,760.0,403.0,2.0,7,522.0,461.0,,,,,8,723.0,376.0,8,742.0,612.0,0
14,6,00:39:17,58930,6,8,B,2,推球,,1.0,2,7,522.0,461.0,1.0,3,506.0,318.0,,,,,8,571.0,535.0,8,625.0,369.0,0
14,7,00:39:18,58960,6,8,A,2,過度切球,,1.0,2,3,506.0,318.0,1.0,8,531.0,537.0,,,,,5,523.0,333.0,8,572.0,573.0,0
14,8,00:39:19,58976,6,8,B,3,撲球,1.0,,1,8,531.0,537.0,2.0,3,498.0,321.0,對手落地致勝,落地致勝,B,,8,565.0,558.0,8,581.0,348.0,0
15,1,00:39:35,59395,6,9,B,1,未知球種,,,2,,,,,,,,,,,1,,,,,,,0
15,2,00:39:35,59395,6,9,A,2,推球,,1.0,1,13,504.0,678.0,2.0,8,760.0,622.0,,,,,8,632.0,388.0,8,634.0,590.0,0
15,3,00:39:36,59410,6,9,B,2,過度切球,,,2,8,760.0,622.0,1.0,8,691.0,372.0,,,,,9,731.0,641.0,8,662.0,362.0,0
15,4,00:39:37,59427,6,9,A,2,擋小球,,1.0,1,8,691.0,372.0,2.0,7,763.0,489.0,,,,,8,683.0,375.0,8,672.0,613.0,0
15,5,00:39:38,59451,6,9,B,2,挑球,,,2,7,763.0,489.0,1.0,9,534.0,321.0,,,,,8,747.0,533.0,8,681.0,361.0,0
15,6,00:39:39,59482,6,9,A,2,點扣,1.0,,1,9,534.0,321.0,2.0,8,525.0,564.0,,,,,8,534.0,333.0,8,620.0,575.0,0
15,7,00:39:39,59495,6,9,B,2,勾球,,1.0,2,8,525.0,564.0,1.0,8,757.0,392.0,,,,,8,530.0,575.0,9,530.0,327.0,0
15,8,00:39:40,59522,6,9,A,2,放小球,,,1,8,757.0,392.0,2.0,1,788.0,481.0,,,,,8,691.0,395.0,8,634.0,577.0,0
15,9,00:39:41,59541,6,9,B,2,推球,,,2,1,788.0,481.0,1.0,9,747.0,324.0,,,,,7,765.0,520.0,8,690.0,375.0,0
15,10,00:39:42,59565,6,9,A,3,長球,,,2,9,747.0,324.0,1.0,13,504.0,678.0,出界,對手出界,B,,8,730.0,341.0,8,714.0,548.0,0
16,1,00:39:58,59963,6,10,B,1,發長球,,1.0,2,,,,2.0,8,747.0,334.0,,,,,8,616.0,553.0,8,698.0,367.0,0
16,2,00:39:59,59988,6,10,A,2,過度切球,,,1,8,747.0,334.0,2.0,5,794.0,541.0,,,,,9,713.0,328.0,8,653.0,574.0,0
16,3,00:40:00,60009,6,10,B,2,擋小球,,,1,5,794.0,541.0,2.0,8,763.0,388.0,,,,,8,744.0,575.0,8,676.0,349.0,0
16,4,00:40:01,60033,6,10,A,2,挑球,,,2,8,763.0,388.0,1.0,3,824.0,635.0,,,,,8,761.0,398.0,8,701.0,571.0,0
16,5,00:40:02,60069,6,10,B,2,長球,,,2,3,824.0,635.0,1.0,8,729.0,332.0,,,,,9,775.0,646.0,8,684.0,361.0,0
16,6,00:40:04,60104,6,10,A,2,點扣,,,1,8,729.0,332.0,2.0,8,507.0,561.0,,,,,9,738.0,325.0,8,682.0,581.0,0
16,7,00:40:04,60118,6,10,B,2,擋小球,,1.0,2,8,507.0,561.0,1.0,5,497.0,376.0,,,,,8,609.0,570.0,9,724.0,318.0,0
16,8,00:40:05,60140,6,10,A,2,推球,,1.0,2,5,497.0,376.0,1.0,4,469.0,641.0,,,,,8,556.0,371.0,8,588.0,571.0,0
16,9,00:40:06,60164,6,10,B,2,長球,1.0,,2,4,469.0,641.0,1.0,3,475.0,320.0,,,,,6,484.0,627.0,8,584.0,356.0,0
16,10,00:40:08,60200,6,10,A,2,長球,1.0,,2,3,475.0,320.0,1.0,6,435.0,624.0,,,,,3,487.0,321.0,8,585.0,592.0,0
16,11,00:40:09,60235,6,10,B,3,殺球,1.0,,1,6,435.0,624.0,2.0,5,445.0,350.0,對手落地致勝,落地致勝,B,,4,411.0,650.0,8,592.0,353.0,0
17,1,00:40:26,60652,6,11,B,1,發短球,,1.0,2,,,,2.0,8,600.0,377.0,,,,,8,656.0,551.0,8,546.0,368.0,0
17,2,00:40:26,60663,6,11,A,2,擋小球,,1.0,1,8,600.0,377.0,2.0,7,673.0,493.0,,,,,8,573.0,386.0,8,650.0,565.0,0
17,3,00:40:27,60683,6,11,B,2,挑球,,,2,7,673.0,493.0,1.0,9,748.0,321.0,,,,,8,663.0,533.0,8,630.0,368.0,0
17,4,00:40:28,60715,6,11,A,2,點扣,,,1,9,748.0,321.0,2.0,8,779.0,565.0,,,,,9,702.0,327.0,8,663.0,568.0,0
17,5,00:40:29,60727,6,11,B,2,擋小球,,,1,8,779.0,565.0,2.0,8,763.0,392.0,,,,,8,691.0,578.0,9,749.0,319.0,0
17,6,00:40:30,60752,6,11,A,2,擋小球,,,1,8,763.0,392.0,2.0,1,789.0,474.0,,,,,8,758.0,376.0,8,681.0,580.0,0
17,7,00:40:30,60773,6,11,B,2,挑球,,,2,1,789.0,474.0,1.0,5,516.0,335.0,,,,,8,767.0,521.0,8,712.0,372.0,0
